Statement Period;Statement Number;Transaction Date;Fee Name;Amount(Include Tax);VAT Amount;Release Status;Release Date;Comment;Order Creation Date;Order Number;Order Line ID;Seller SKU;Lazada SKU;WHT Amount;WHT included in Amount;Order Status;Product Name;Short Code
27 Apr 2026 - 03 May 2026;PK2NBXPB2G6-2026-018;02 May 2026;Commission Fee;-243.44;33.5776;Released;04 May 2026;;24 Apr 2026;240884255813238;240884255913238;N-USP01W;1952113996_PK-14014332867;0;NO;Delivered;Universal Stylus Pencil Tablet Stylus Pen Touch Pen compatible for Android IOS iPad Universal Active Stylus Pen – Na Imports;PK2NBXPB2G6
27 Apr 2026 - 03 May 2026;PK2NBXPB2G6-2026-018;02 May 2026;Shipping Fee;-112.52;15.52;Released;04 May 2026;;24 Apr 2026;240884255813238;240884255913238;N-USP01W;1952113996_PK-14014332867;0;NO;Delivered;Universal Stylus Pencil Tablet Stylus Pen Touch Pen compatible for Android IOS iPad Universal Active Stylus Pen – Na Imports;PK2NBXPB2G6
27 Apr 2026 - 03 May 2026;PK2NBXPB2G6-2026-018;02 May 2026;Handling Fee;-23.2;3.2;Released;04 May 2026;;24 Apr 2026;240884255813238;240884255913238;N-USP01W;1952113996_PK-14014332867;0;NO;Delivered;Universal Stylus Pencil Tablet Stylus Pen Touch Pen compatible for Android IOS iPad Universal Active Stylus Pen – Na Imports;PK2NBXPB2G6
27 Apr 2026 - 03 May 2026;PK2NBXPB2G6-2026-018;02 May 2026;Shipping Fee Discount;112.52;15.52;Released;04 May 2026;;24 Apr 2026;240884255813238;240884255913238;N-USP01W;1952113996_PK-14014332867;0;NO;Delivered;Universal Stylus Pencil Tablet Stylus Pen Touch Pen compatible for Android IOS iPad Universal Active Stylus Pen – Na Imports;PK2NBXPB2G6
27 Apr 2026 - 03 May 2026;PK2NBXPB2G6-2026-018;02 May 2026;Free Shipping Max Fee;-104.33;14.3904;Released;04 May 2026;;24 Apr 2026;240884255813238;240884255913238;N-USP01W;1952113996_PK-14014332867;0;NO;Delivered;Universal Stylus Pencil Tablet Stylus Pen Touch Pen compatible for Android IOS iPad Universal Active Stylus Pen – Na Imports;PK2NBXPB2G6
27 Apr 2026 - 03 May 2026;PK2NBXPB2G6-2026-018;02 May 2026;Co-funded Voucher Max;-29.98;0;Released;04 May 2026;;24 Apr 2026;240884255813238;240884255913238;N-USP01W;1952113996_PK-14014332867;0;NO;Delivered;Universal Stylus Pencil Tablet Stylus Pen Touch Pen compatible for Android IOS iPad Universal Active Stylus Pen – Na Imports;PK2NBXPB2G6
27 Apr 2026 - 03 May 2026;PK2NBXPB2G6-2026-018;02 May 2026;Daraz Coins Discount Participation Fee;-5.8;0.8;Released;04 May 2026;;24 Apr 2026;240884255813238;240884255913238;N-USP01W;1952113996_PK-14014332867;0;NO;Delivered;Universal Stylus Pencil Tablet Stylus Pen Touch Pen compatible for Android IOS iPad Universal Active Stylus Pen – Na Imports;PK2NBXPB2G6
27 Apr 2026 - 03 May 2026;PK2NBXPB2G6-2026-018;02 May 2026;Income Tax Withholding;-28;0;Released;04 May 2026;;24 Apr 2026;240884255813238;240884255913238;N-USP01W;1952113996_PK-14014332867;0;NO;Delivered;Universal Stylus Pencil Tablet Stylus Pen Touch Pen compatible for Android IOS iPad Universal Active Stylus Pen – Na Imports;PK2NBXPB2G6
27 Apr 2026 - 03 May 2026;PK2NBXPB2G6-2026-018;02 May 2026;Sales Tax Withholding;-28;0;Released;04 May 2026;;24 Apr 2026;240884255813238;240884255913238;N-USP01W;1952113996_PK-14014332867;0;NO;Delivered;Universal Stylus Pencil Tablet Stylus Pen Touch Pen compatible for Android IOS iPad Universal Active Stylus Pen – Na Imports;PK2NBXPB2G6
27 Apr 2026 - 03 May 2026;PK2NBXPB2G6-2026-018;02 May 2026;Payment Fee;-39.13;5.3968;Released;04 May 2026;;24 Apr 2026;240884255813238;240884256013238;N-USP01W;1952113996_PK-14014332867;0;NO;Delivered;Universal Stylus Pencil Tablet Stylus Pen Touch Pen compatible for Android IOS iPad Universal Active Stylus Pen – Na Imports;PK2NBXPB2G6
27 Apr 2026 - 03 May 2026;PK2NBXPB2G6-2026-018;02 May 2026;Product Price Paid by Buyer;1499;0;Released;04 May 2026;;24 Apr 2026;240884255813238;240884256013238;N-USP01W;1952113996_PK-14014332867;0;NO;Delivered;Universal Stylus Pencil Tablet Stylus Pen Touch Pen compatible for Android IOS iPad Universal Active Stylus Pen – Na Imports;PK2NBXPB2G6
27 Apr 2026 - 03 May 2026;PK2NBXPB2G6-2026-018;02 May 2026;Commission Fee;-243.44;33.5776;Released;04 May 2026;;24 Apr 2026;240884255813238;240884256013238;N-USP01W;1952113996_PK-14014332867;0;NO;Delivered;Universal Stylus Pencil Tablet Stylus Pen Touch Pen compatible for Android IOS iPad Universal Active Stylus Pen – Na Imports;PK2NBXPB2G6
27 Apr 2026 - 03 May 2026;PK2NBXPB2G6-2026-018;02 May 2026;Shipping Fee;-112.52;15.52;Released;04 May 2026;;24 Apr 2026;240884255813238;240884256013238;N-USP01W;1952113996_PK-14014332867;0;NO;Delivered;Universal Stylus Pencil Tablet Stylus Pen Touch Pen compatible for Android IOS iPad Universal Active Stylus Pen – Na Imports;PK2NBXPB2G6
27 Apr 2026 - 03 May 2026;PK2NBXPB2G6-2026-018;02 May 2026;Handling Fee;-23.2;3.2;Released;04 May 2026;;24 Apr 2026;240884255813238;240884256013238;N-USP01W;1952113996_PK-14014332867;0;NO;Delivered;Universal Stylus Pencil Tablet Stylus Pen Touch Pen compatible for Android IOS iPad Universal Active Stylus Pen – Na Imports;PK2NBXPB2G6
27 Apr 2026 - 03 May 2026;PK2NBXPB2G6-2026-018;02 May 2026;Shipping Fee Discount;112.52;15.52;Released;04 May 2026;;24 Apr 2026;240884255813238;240884256013238;N-USP01W;1952113996_PK-14014332867;0;NO;Delivered;Universal Stylus Pencil Tablet Stylus Pen Touch Pen compatible for Android IOS iPad Universal Active Stylus Pen – Na Imports;PK2NBXPB2G6
27 Apr 2026 - 03 May 2026;PK2NBXPB2G6-2026-018;02 May 2026;Free Shipping Max Fee;-104.33;14.3904;Released;04 May 2026;;24 Apr 2026;240884255813238;240884256013238;N-USP01W;1952113996_PK-14014332867;0;NO;Delivered;Universal Stylus Pencil Tablet Stylus Pen Touch Pen compatible for Android IOS iPad Universal Active Stylus Pen – Na Imports;PK2NBXPB2G6
27 Apr 2026 - 03 May 2026;PK2NBXPB2G6-2026-018;02 May 2026;Co-funded Voucher Max;-29.98;0;Released;04 May 2026;;24 Apr 2026;240884255813238;240884256013238;N-USP01W;1952113996_PK-14014332867;0;NO;Delivered;Universal Stylus Pencil Tablet Stylus Pen Touch Pen compatible for Android IOS iPad Universal Active Stylus Pen – Na Imports;PK2NBXPB2G6
27 Apr 2026 - 03 May 2026;PK2NBXPB2G6-2026-018;02 May 2026;Daraz Coins Discount Participation Fee;-5.8;0.8;Released;04 May 2026;;24 Apr 2026;240884255813238;240884256013238;N-USP01W;1952113996_PK-14014332867;0;NO;Delivered;Universal Stylus Pencil Tablet Stylus Pen Touch Pen compatible for Android IOS iPad Universal Active Stylus Pen – Na Imports;PK2NBXPB2G6
27 Apr 2026 - 03 May 2026;PK2NBXPB2G6-2026-018;02 May 2026;Income Tax Withholding;-28;0;Released;04 May 2026;;24 Apr 2026;240884255813238;240884256013238;N-USP01W;1952113996_PK-14014332867;0;NO;Delivered;Universal Stylus Pencil Tablet Stylus Pen Touch Pen compatible for Android IOS iPad Universal Active Stylus Pen – Na Imports;PK2NBXPB2G6
27 Apr 2026 - 03 May 2026;PK2NBXPB2G6-2026-018;02 May 2026;Sales Tax Withholding;-28;0;Released;04 May 2026;;24 Apr 2026;240884255813238;240884256013238;N-USP01W;1952113996_PK-14014332867;0;NO;Delivered;Universal Stylus Pencil Tablet Stylus Pen Touch Pen compatible for Android IOS iPad Universal Active Stylus Pen – Na Imports;PK2NBXPB2G6
27 Apr 2026 - 03 May 2026;PK2NBXPB2G6-2026-018;02 May 2026;Payment Fee;-39.13;5.3968;Released;04 May 2026;;24 Apr 2026;240884255813238;240884256113238;N-USP01W;1952113996_PK-14014332867;0;NO;Delivered;Universal Stylus Pencil Tablet Stylus Pen Touch Pen compatible for Android IOS iPad Universal Active Stylus Pen – Na Imports;PK2NBXPB2G6
27 Apr 2026 - 03 May 2026;PK2NBXPB2G6-2026-018;02 May 2026;Product Price Paid by Buyer;1499;0;Released;04 May 2026;;24 Apr 2026;240884255813238;240884256113238;N-USP01W;1952113996_PK-14014332867;0;NO;Delivered;Universal Stylus Pencil Tablet Stylus Pen Touch Pen compatible for Android IOS iPad Universal Active Stylus Pen – Na Imports;PK2NBXPB2G6
27 Apr 2026 - 03 May 2026;PK2NBXPB2G6-2026-018;02 May 2026;Commission Fee;-243.44;33.5776;Released;04 May 2026;;24 Apr 2026;240884255813238;240884256113238;N-USP01W;1952113996_PK-14014332867;0;NO;Delivered;Universal Stylus Pencil Tablet Stylus Pen Touch Pen compatible for Android IOS iPad Universal Active Stylus Pen – Na Imports;PK2NBXPB2G6
27 Apr 2026 - 03 May 2026;PK2NBXPB2G6-2026-018;02 May 2026;Shipping Fee;-111.36;15.36;Released;04 May 2026;;24 Apr 2026;240884255813238;240884256113238;N-USP01W;1952113996_PK-14014332867;0;NO;Delivered;Universal Stylus Pencil Tablet Stylus Pen Touch Pen compatible for Android IOS iPad Universal Active Stylus Pen – Na Imports;PK2NBXPB2G6
27 Apr 2026 - 03 May 2026;PK2NBXPB2G6-2026-018;02 May 2026;Handling Fee;-23.2;3.2;Released;04 May 2026;;24 Apr 2026;240884255813238;240884256113238;N-USP01W;1952113996_PK-14014332867;0;NO;Delivered;Universal Stylus Pencil Tablet Stylus Pen Touch Pen compatible for Android IOS iPad Universal Active Stylus Pen – Na Imports;PK2NBXPB2G6
27 Apr 2026 - 03 May 2026;PK2NBXPB2G6-2026-018;02 May 2026;Shipping Fee Discount;111.36;15.36;Released;04 May 2026;;24 Apr 2026;240884255813238;240884256113238;N-USP01W;1952113996_PK-14014332867;0;NO;Delivered;Universal Stylus Pencil Tablet Stylus Pen Touch Pen compatible for Android IOS iPad Universal Active Stylus Pen – Na Imports;PK2NBXPB2G6
27 Apr 2026 - 03 May 2026;PK2NBXPB2G6-2026-018;02 May 2026;Free Shipping Max Fee;-104.33;14.3904;Released;04 May 2026;;24 Apr 2026;240884255813238;240884256113238;N-USP01W;1952113996_PK-14014332867;0;NO;Delivered;Universal Stylus Pencil Tablet Stylus Pen Touch Pen compatible for Android IOS iPad Universal Active Stylus Pen – Na Imports;PK2NBXPB2G6
27 Apr 2026 - 03 May 2026;PK2NBXPB2G6-2026-018;02 May 2026;Co-funded Voucher Max;-29.98;0;Released;04 May 2026;;24 Apr 2026;240884255813238;240884256113238;N-USP01W;1952113996_PK-14014332867;0;NO;Delivered;Universal Stylus Pencil Tablet Stylus Pen Touch Pen compatible for Android IOS iPad Universal Active Stylus Pen – Na Imports;PK2NBXPB2G6
27 Apr 2026 - 03 May 2026;PK2NBXPB2G6-2026-018;02 May 2026;Daraz Coins Discount Participation Fee;-5.8;0.8;Released;04 May 2026;;24 Apr 2026;240884255813238;240884256113238;N-USP01W;1952113996_PK-14014332867;0;NO;Delivered;Universal Stylus Pencil Tablet Stylus Pen Touch Pen compatible for Android IOS iPad Universal Active Stylus Pen – Na Imports;PK2NBXPB2G6
27 Apr 2026 - 03 May 2026;PK2NBXPB2G6-2026-018;02 May 2026;Income Tax Withholding;-28;0;Released;04 May 2026;;24 Apr 2026;240884255813238;240884256113238;N-USP01W;1952113996_PK-14014332867;0;NO;Delivered;Universal Stylus Pencil Tablet Stylus Pen Touch Pen compatible for Android IOS iPad Universal Active Stylus Pen – Na Imports;PK2NBXPB2G6
27 Apr 2026 - 03 May 2026;PK2NBXPB2G6-2026-018;02 May 2026;Sales Tax Withholding;-28;0;Released;04 May 2026;;24 Apr 2026;240884255813238;240884256113238;N-USP01W;1952113996_PK-14014332867;0;NO;Delivered;Universal Stylus Pencil Tablet Stylus Pen Touch Pen compatible for Android IOS iPad Universal Active Stylus Pen – Na Imports;PK2NBXPB2G6
27 Apr 2026 - 03 May 2026;PK2NBXPB2G6-2026-018;30 Apr 2026;Payment Fee;-44.35;6.1168;Released;04 May 2026;;25 Apr 2026;240917456722943;240917456822943;N-USP01B;1952113996_PK-14014332868;0;NO;Delivered;Universal Stylus Pencil Tablet Stylus Pen Touch Pen compatible for Android IOS iPad Universal Active Stylus Pen – Na Imports;PK2NBXPB2G6
27 Apr 2026 - 03 May 2026;PK2NBXPB2G6-2026-018;30 Apr 2026;Shipping Fee Paid by Buyer;210;0;Released;04 May 2026;;25 Apr 2026;240917456722943;240917456822943;N-USP01B;1952113996_PK-14014332868;0;NO;Delivered;Universal Stylus Pencil Tablet Stylus Pen Touch Pen compatible for Android IOS iPad Universal Active Stylus Pen – Na Imports;PK2NBXPB2G6
27 Apr 2026 - 03 May 2026;PK2NBXPB2G6-2026-018;30 Apr 2026;Product Price Paid by Buyer;1699;0;Released;04 May 2026;;25 Apr 2026;240917456722943;240917456822943;N-USP01B;1952113996_PK-14014332868;0;NO;Delivered;Universal Stylus Pencil Tablet Stylus Pen Touch Pen compatible for Android IOS iPad Universal Active Stylus Pen – Na Imports;PK2NBXPB2G6
27 Apr 2026 - 03 May 2026;PK2NBXPB2G6-2026-018;30 Apr 2026;Commission Fee;-275.92;38.0576;Released;04 May 2026;;25 Apr 2026;240917456722943;240917456822943;N-USP01B;1952113996_PK-14014332868;0;NO;Delivered;Universal Stylus Pencil Tablet Stylus Pen Touch Pen compatible for Android IOS iPad Universal Active Stylus Pen – Na Imports;PK2NBXPB2G6
27 Apr 2026 - 03 May 2026;PK2NBXPB2G6-2026-018;30 Apr 2026;Shipping Fee;-243.6;33.6;Released;04 May 2026;;25 Apr 2026;240917456722943;240917456822943;N-USP01B;1952113996_PK-14014332868;0;NO;Delivered;Universal Stylus Pencil Tablet Stylus Pen Touch Pen compatible for Android IOS iPad Universal Active Stylus Pen – Na Imports;PK2NBXPB2G6
27 Apr 2026 - 03 May 2026;PK2NBXPB2G6-2026-018;30 Apr 2026;Handling Fee;-23.2;3.2;Released;04 May 2026;;25 Apr 2026;240917456722943;240917456822943;N-USP01B;1952113996_PK-14014332868;0;NO;Delivered;Universal Stylus Pencil Tablet Stylus Pen Touch Pen compatible for Android IOS iPad Universal Active Stylus Pen – Na Imports;PK2NBXPB2G6
27 Apr 2026 - 03 May 2026;PK2NBXPB2G6-2026-018;30 Apr 2026;Free Shipping Max Fee;-118.25;16.3104;Released;04 May 2026;;25 Apr 2026;240917456722943;240917456822943;N-USP01B;1952113996_PK-14014332868;0;NO;Delivered;Universal Stylus Pencil Tablet Stylus Pen Touch Pen compatible for Android IOS iPad Universal Active Stylus Pen – Na Imports;PK2NBXPB2G6
27 Apr 2026 - 03 May 2026;PK2NBXPB2G6-2026-018;30 Apr 2026;Co-funded Voucher Max;-33.98;0;Released;04 May 2026;;25 Apr 2026;240917456722943;240917456822943;N-USP01B;1952113996_PK-14014332868;0;NO;Delivered;Universal Stylus Pencil Tablet Stylus Pen Touch Pen compatible for Android IOS iPad Universal Active Stylus Pen – Na Imports;PK2NBXPB2G6
27 Apr 2026 - 03 May 2026;PK2NBXPB2G6-2026-018;30 Apr 2026;Daraz Coins Discount Participation Fee;-5.8;0.8;Released;04 May 2026;;25 Apr 2026;240917456722943;240917456822943;N-USP01B;1952113996_PK-14014332868;0;NO;Delivered;Universal Stylus Pencil Tablet Stylus Pen Touch Pen compatible for Android IOS iPad Universal Active Stylus Pen – Na Imports;PK2NBXPB2G6
27 Apr 2026 - 03 May 2026;PK2NBXPB2G6-2026-018;30 Apr 2026;Income Tax Withholding;-34;0;Released;04 May 2026;;25 Apr 2026;240917456722943;240917456822943;N-USP01B;1952113996_PK-14014332868;0;NO;Delivered;Universal Stylus Pencil Tablet Stylus Pen Touch Pen compatible for Android IOS iPad Universal Active Stylus Pen – Na Imports;PK2NBXPB2G6
27 Apr 2026 - 03 May 2026;PK2NBXPB2G6-2026-018;30 Apr 2026;Sales Tax Withholding;-34;0;Released;04 May 2026;;25 Apr 2026;240917456722943;240917456822943;N-USP01B;1952113996_PK-14014332868;0;NO;Delivered;Universal Stylus Pencil Tablet Stylus Pen Touch Pen compatible for Android IOS iPad Universal Active Stylus Pen – Na Imports;PK2NBXPB2G6
27 Apr 2026 - 03 May 2026;PK2NBXPB2G6-2026-018;30 Apr 2026;Payment Fee;-57.4;7.9168;Released;04 May 2026;;25 Apr 2026;240929855752712;240929855852712;N-ASP01W;1952113996_PK-14014332869;0;NO;Delivered;Universal Stylus Pencil Tablet Stylus Pen Touch Pen compatible for Android IOS iPad Universal Active Stylus Pen – Na Imports;PK2NBXPB2G6
27 Apr 2026 - 03 May 2026;PK2NBXPB2G6-2026-018;30 Apr 2026;Product Price Paid by Buyer;2199;0;Released;04 May 2026;;25 Apr 2026;240929855752712;240929855852712;N-ASP01W;1952113996_PK-14014332869;0;NO;Delivered;Universal Stylus Pencil Tablet Stylus Pen Touch Pen compatible for Android IOS iPad Universal Active Stylus Pen – Na Imports;PK2NBXPB2G6
27 Apr 2026 - 03 May 2026;PK2NBXPB2G6-2026-018;30 Apr 2026;Commission Fee;-357.12;49.2576;Released;04 May 2026;;25 Apr 2026;240929855752712;240929855852712;N-ASP01W;1952113996_PK-14014332869;0;NO;Delivered;Universal Stylus Pencil Tablet Stylus Pen Touch Pen compatible for Android IOS iPad Universal Active Stylus Pen – Na Imports;PK2NBXPB2G6
27 Apr 2026 - 03 May 2026;PK2NBXPB2G6-2026-018;30 Apr 2026;Shipping Fee;-243.6;33.6;Released;04 May 2026;;25 Apr 2026;240929855752712;240929855852712;N-ASP01W;1952113996_PK-14014332869;0;NO;Delivered;Universal Stylus Pencil Tablet Stylus Pen Touch Pen compatible for Android IOS iPad Universal Active Stylus Pen – Na Imports;PK2NBXPB2G6
27 Apr 2026 - 03 May 2026;PK2NBXPB2G6-2026-018;30 Apr 2026;Handling Fee;-69.6;9.6;Released;04 May 2026;;25 Apr 2026;240929855752712;240929855852712;N-ASP01W;1952113996_PK-14014332869;0;NO;Delivered;Universal Stylus Pencil Tablet Stylus Pen Touch Pen compatible for Android IOS iPad Universal Active Stylus Pen – Na Imports;PK2NBXPB2G6
27 Apr 2026 - 03 May 2026;PK2NBXPB2G6-2026-018;30 Apr 2026;Shipping Fee Discount;243.6;33.6;Released;04 May 2026;;25 Apr 2026;240929855752712;240929855852712;N-ASP01W;1952113996_PK-14014332869;0;NO;Delivered;Universal Stylus Pencil Tablet Stylus Pen Touch Pen compatible for Android IOS iPad Universal Active Stylus Pen – Na Imports;PK2NBXPB2G6
27 Apr 2026 - 03 May 2026;PK2NBXPB2G6-2026-018;30 Apr 2026;Free Shipping Max Fee;-153.05;21.1104;Released;04 May 2026;;25 Apr 2026;240929855752712;240929855852712;N-ASP01W;1952113996_PK-14014332869;0;NO;Delivered;Universal Stylus Pencil Tablet Stylus Pen Touch Pen compatible for Android IOS iPad Universal Active Stylus Pen – Na Imports;PK2NBXPB2G6
27 Apr 2026 - 03 May 2026;PK2NBXPB2G6-2026-018;30 Apr 2026;Co-funded Voucher Max;-43.98;0;Released;04 May 2026;;25 Apr 2026;240929855752712;240929855852712;N-ASP01W;1952113996_PK-14014332869;0;NO;Delivered;Universal Stylus Pencil Tablet Stylus Pen Touch Pen compatible for Android IOS iPad Universal Active Stylus Pen – Na Imports;PK2NBXPB2G6
27 Apr 2026 - 03 May 2026;PK2NBXPB2G6-2026-018;30 Apr 2026;Daraz Coins Discount Participation Fee;-5.8;0.8;Released;04 May 2026;;25 Apr 2026;240929855752712;240929855852712;N-ASP01W;1952113996_PK-14014332869;0;NO;Delivered;Universal Stylus Pencil Tablet Stylus Pen Touch Pen compatible for Android IOS iPad Universal Active Stylus Pen – Na Imports;PK2NBXPB2G6
27 Apr 2026 - 03 May 2026;PK2NBXPB2G6-2026-018;30 Apr 2026;Income Tax Withholding;-44;0;Released;04 May 2026;;25 Apr 2026;240929855752712;240929855852712;N-ASP01W;1952113996_PK-14014332869;0;NO;Delivered;Universal Stylus Pencil Tablet Stylus Pen Touch Pen compatible for Android IOS iPad Universal Active Stylus Pen – Na Imports;PK2NBXPB2G6
27 Apr 2026 - 03 May 2026;PK2NBXPB2G6-2026-018;30 Apr 2026;Sales Tax Withholding;-44;0;Released;04 May 2026;;25 Apr 2026;240929855752712;240929855852712;N-ASP01W;1952113996_PK-14014332869;0;NO;Delivered;Universal Stylus Pencil Tablet Stylus Pen Touch Pen compatible for Android IOS iPad Universal Active Stylus Pen – Na Imports;PK2NBXPB2G6
27 Apr 2026 - 03 May 2026;PK2NBXPB2G6-2026-018;02 May 2026;Payment Fee;-7.81;1.0768;Released;04 May 2026;;25 Apr 2026;240942858828851;240942858928851;897753266-1754967972822-2;897753266_PK-3937056896;0;NO;Delivered;PREMIUM QUALITY Fridge Lock Adhesive Self Locking Refrigerator Door Lock Press Unlock Baby Safety & Food Protection - Baby Safety Locks;PK2NBXPB2G6
