Statement Period;Statement Number;Transaction Date;Fee Name;Amount(Include Tax);VAT Amount;Release Status;Release Date;Comment;Order Creation Date;Order Number;Order Line ID;Seller SKU;Lazada SKU;WHT Amount;WHT included in Amount;Order Status;Product Name;Short Code
11 May 2026 - 17 May 2026;PK2NBXPB2G6-2026-020;11 May 2026;Income Tax Withholding;-7;0;Released;18 May 2026;;06 May 2026;241562406827206;241562407027206;912207851-1756198389370-0;912207851_PK-3954445194;0;NO;Delivered;2 In 1 Stylish Universal Practical Dual-use Capacitive Tablet Stylus Pen Exquisite Double-headed Silicone Disc Drawing Tablet Phone Capacitor Pen - Na Imports;PK2NBXPB2G6
11 May 2026 - 17 May 2026;PK2NBXPB2G6-2026-020;11 May 2026;Sales Tax Withholding;-7;0;Released;18 May 2026;;06 May 2026;241562406827206;241562407027206;912207851-1756198389370-0;912207851_PK-3954445194;0;NO;Delivered;2 In 1 Stylish Universal Practical Dual-use Capacitive Tablet Stylus Pen Exquisite Double-headed Silicone Disc Drawing Tablet Phone Capacitor Pen - Na Imports;PK2NBXPB2G6
11 May 2026 - 17 May 2026;PK2NBXPB2G6-2026-020;11 May 2026;Payment Fee;-12.24;1.688;Released;18 May 2026;;07 May 2026;241608692231418;241608692331418;907820077-1755245282269-1;907820077_PK-3940982547;0;NO;Delivered;3 In1 USB Type-C /Micro-USB USB 2.0/3.0 Memory Card Reader Writer OTG Adapter SD TF Ultra Super Speed - Na Imports;PK2NBXPB2G6
11 May 2026 - 17 May 2026;PK2NBXPB2G6-2026-020;11 May 2026;Shipping Fee Paid by Buyer;215;0;Released;18 May 2026;;07 May 2026;241608692231418;241608692331418;907820077-1755245282269-1;907820077_PK-3940982547;0;NO;Delivered;3 In1 USB Type-C /Micro-USB USB 2.0/3.0 Memory Card Reader Writer OTG Adapter SD TF Ultra Super Speed - Na Imports;PK2NBXPB2G6
11 May 2026 - 17 May 2026;PK2NBXPB2G6-2026-020;11 May 2026;Product Price Paid by Buyer;469;0;Released;18 May 2026;;07 May 2026;241608692231418;241608692331418;907820077-1755245282269-1;907820077_PK-3940982547;0;NO;Delivered;3 In1 USB Type-C /Micro-USB USB 2.0/3.0 Memory Card Reader Writer OTG Adapter SD TF Ultra Super Speed - Na Imports;PK2NBXPB2G6
11 May 2026 - 17 May 2026;PK2NBXPB2G6-2026-020;11 May 2026;Commission Fee;-32.64;4.5024;Released;18 May 2026;;07 May 2026;241608692231418;241608692331418;907820077-1755245282269-1;907820077_PK-3940982547;0;NO;Delivered;3 In1 USB Type-C /Micro-USB USB 2.0/3.0 Memory Card Reader Writer OTG Adapter SD TF Ultra Super Speed - Na Imports;PK2NBXPB2G6
11 May 2026 - 17 May 2026;PK2NBXPB2G6-2026-020;11 May 2026;Shipping Fee;-249.4;34.4;Released;18 May 2026;;07 May 2026;241608692231418;241608692331418;907820077-1755245282269-1;907820077_PK-3940982547;0;NO;Delivered;3 In1 USB Type-C /Micro-USB USB 2.0/3.0 Memory Card Reader Writer OTG Adapter SD TF Ultra Super Speed - Na Imports;PK2NBXPB2G6
11 May 2026 - 17 May 2026;PK2NBXPB2G6-2026-020;11 May 2026;Handling Fee;-11.6;1.6;Released;18 May 2026;;07 May 2026;241608692231418;241608692331418;907820077-1755245282269-1;907820077_PK-3940982547;0;NO;Delivered;3 In1 USB Type-C /Micro-USB USB 2.0/3.0 Memory Card Reader Writer OTG Adapter SD TF Ultra Super Speed - Na Imports;PK2NBXPB2G6
11 May 2026 - 17 May 2026;PK2NBXPB2G6-2026-020;11 May 2026;Free Shipping Max Fee;-32.64;4.5024;Released;18 May 2026;;07 May 2026;241608692231418;241608692331418;907820077-1755245282269-1;907820077_PK-3940982547;0;NO;Delivered;3 In1 USB Type-C /Micro-USB USB 2.0/3.0 Memory Card Reader Writer OTG Adapter SD TF Ultra Super Speed - Na Imports;PK2NBXPB2G6
11 May 2026 - 17 May 2026;PK2NBXPB2G6-2026-020;11 May 2026;Co-funded Voucher Max;-9.38;0;Released;18 May 2026;;07 May 2026;241608692231418;241608692331418;907820077-1755245282269-1;907820077_PK-3940982547;0;NO;Delivered;3 In1 USB Type-C /Micro-USB USB 2.0/3.0 Memory Card Reader Writer OTG Adapter SD TF Ultra Super Speed - Na Imports;PK2NBXPB2G6
11 May 2026 - 17 May 2026;PK2NBXPB2G6-2026-020;11 May 2026;Daraz Coins Discount Participation Fee;-5.8;0.8;Released;18 May 2026;;07 May 2026;241608692231418;241608692331418;907820077-1755245282269-1;907820077_PK-3940982547;0;NO;Delivered;3 In1 USB Type-C /Micro-USB USB 2.0/3.0 Memory Card Reader Writer OTG Adapter SD TF Ultra Super Speed - Na Imports;PK2NBXPB2G6
11 May 2026 - 17 May 2026;PK2NBXPB2G6-2026-020;11 May 2026;Income Tax Withholding;-9;0;Released;18 May 2026;;07 May 2026;241608692231418;241608692331418;907820077-1755245282269-1;907820077_PK-3940982547;0;NO;Delivered;3 In1 USB Type-C /Micro-USB USB 2.0/3.0 Memory Card Reader Writer OTG Adapter SD TF Ultra Super Speed - Na Imports;PK2NBXPB2G6
11 May 2026 - 17 May 2026;PK2NBXPB2G6-2026-020;11 May 2026;Sales Tax Withholding;-9;0;Released;18 May 2026;;07 May 2026;241608692231418;241608692331418;907820077-1755245282269-1;907820077_PK-3940982547;0;NO;Delivered;3 In1 USB Type-C /Micro-USB USB 2.0/3.0 Memory Card Reader Writer OTG Adapter SD TF Ultra Super Speed - Na Imports;PK2NBXPB2G6
11 May 2026 - 17 May 2026;PK2NBXPB2G6-2026-020;12 May 2026;Payment Fee;-12.24;1.688;Released;18 May 2026;;07 May 2026;241617094875072;241617094975072;907820077-1755245282269-1;907820077_PK-3940982547;0;NO;Delivered;3 In1 USB Type-C /Micro-USB USB 2.0/3.0 Memory Card Reader Writer OTG Adapter SD TF Ultra Super Speed - Na Imports;PK2NBXPB2G6
11 May 2026 - 17 May 2026;PK2NBXPB2G6-2026-020;12 May 2026;Shipping Fee Paid by Buyer;190;0;Released;18 May 2026;;07 May 2026;241617094875072;241617094975072;907820077-1755245282269-1;907820077_PK-3940982547;0;NO;Delivered;3 In1 USB Type-C /Micro-USB USB 2.0/3.0 Memory Card Reader Writer OTG Adapter SD TF Ultra Super Speed - Na Imports;PK2NBXPB2G6
11 May 2026 - 17 May 2026;PK2NBXPB2G6-2026-020;12 May 2026;Product Price Paid by Buyer;469;0;Released;18 May 2026;;07 May 2026;241617094875072;241617094975072;907820077-1755245282269-1;907820077_PK-3940982547;0;NO;Delivered;3 In1 USB Type-C /Micro-USB USB 2.0/3.0 Memory Card Reader Writer OTG Adapter SD TF Ultra Super Speed - Na Imports;PK2NBXPB2G6
11 May 2026 - 17 May 2026;PK2NBXPB2G6-2026-020;12 May 2026;Commission Fee;-32.64;4.5024;Released;18 May 2026;;07 May 2026;241617094875072;241617094975072;907820077-1755245282269-1;907820077_PK-3940982547;0;NO;Delivered;3 In1 USB Type-C /Micro-USB USB 2.0/3.0 Memory Card Reader Writer OTG Adapter SD TF Ultra Super Speed - Na Imports;PK2NBXPB2G6
11 May 2026 - 17 May 2026;PK2NBXPB2G6-2026-020;12 May 2026;Shipping Fee;-220.4;30.4;Released;18 May 2026;;07 May 2026;241617094875072;241617094975072;907820077-1755245282269-1;907820077_PK-3940982547;0;NO;Delivered;3 In1 USB Type-C /Micro-USB USB 2.0/3.0 Memory Card Reader Writer OTG Adapter SD TF Ultra Super Speed - Na Imports;PK2NBXPB2G6
11 May 2026 - 17 May 2026;PK2NBXPB2G6-2026-020;12 May 2026;Handling Fee;-11.6;1.6;Released;18 May 2026;;07 May 2026;241617094875072;241617094975072;907820077-1755245282269-1;907820077_PK-3940982547;0;NO;Delivered;3 In1 USB Type-C /Micro-USB USB 2.0/3.0 Memory Card Reader Writer OTG Adapter SD TF Ultra Super Speed - Na Imports;PK2NBXPB2G6
11 May 2026 - 17 May 2026;PK2NBXPB2G6-2026-020;12 May 2026;Free Shipping Max Fee;-32.64;4.5024;Released;18 May 2026;;07 May 2026;241617094875072;241617094975072;907820077-1755245282269-1;907820077_PK-3940982547;0;NO;Delivered;3 In1 USB Type-C /Micro-USB USB 2.0/3.0 Memory Card Reader Writer OTG Adapter SD TF Ultra Super Speed - Na Imports;PK2NBXPB2G6
11 May 2026 - 17 May 2026;PK2NBXPB2G6-2026-020;12 May 2026;Co-funded Voucher Max;-9.38;0;Released;18 May 2026;;07 May 2026;241617094875072;241617094975072;907820077-1755245282269-1;907820077_PK-3940982547;0;NO;Delivered;3 In1 USB Type-C /Micro-USB USB 2.0/3.0 Memory Card Reader Writer OTG Adapter SD TF Ultra Super Speed - Na Imports;PK2NBXPB2G6
11 May 2026 - 17 May 2026;PK2NBXPB2G6-2026-020;12 May 2026;Daraz Coins Discount Participation Fee;-5.8;0.8;Released;18 May 2026;;07 May 2026;241617094875072;241617094975072;907820077-1755245282269-1;907820077_PK-3940982547;0;NO;Delivered;3 In1 USB Type-C /Micro-USB USB 2.0/3.0 Memory Card Reader Writer OTG Adapter SD TF Ultra Super Speed - Na Imports;PK2NBXPB2G6
11 May 2026 - 17 May 2026;PK2NBXPB2G6-2026-020;12 May 2026;Income Tax Withholding;-9;0;Released;18 May 2026;;07 May 2026;241617094875072;241617094975072;907820077-1755245282269-1;907820077_PK-3940982547;0;NO;Delivered;3 In1 USB Type-C /Micro-USB USB 2.0/3.0 Memory Card Reader Writer OTG Adapter SD TF Ultra Super Speed - Na Imports;PK2NBXPB2G6
11 May 2026 - 17 May 2026;PK2NBXPB2G6-2026-020;12 May 2026;Sales Tax Withholding;-9;0;Released;18 May 2026;;07 May 2026;241617094875072;241617094975072;907820077-1755245282269-1;907820077_PK-3940982547;0;NO;Delivered;3 In1 USB Type-C /Micro-USB USB 2.0/3.0 Memory Card Reader Writer OTG Adapter SD TF Ultra Super Speed - Na Imports;PK2NBXPB2G6
11 May 2026 - 17 May 2026;PK2NBXPB2G6-2026-020;11 May 2026;Payment Fee;-9.11;1.256;Released;18 May 2026;;08 May 2026;241641450134642;241641450234642;912207851-1756198389375-2;912207851_PK-3954445196;0;NO;Delivered;2 In 1 Stylish Universal Practical Dual-use Capacitive Tablet Stylus Pen Exquisite Double-headed Silicone Disc Drawing Tablet Phone Capacitor Pen - Na Imports;PK2NBXPB2G6
11 May 2026 - 17 May 2026;PK2NBXPB2G6-2026-020;11 May 2026;Shipping Fee Paid by Buyer;190;0;Released;18 May 2026;;08 May 2026;241641450134642;241641450234642;912207851-1756198389375-2;912207851_PK-3954445196;0;NO;Delivered;2 In 1 Stylish Universal Practical Dual-use Capacitive Tablet Stylus Pen Exquisite Double-headed Silicone Disc Drawing Tablet Phone Capacitor Pen - Na Imports;PK2NBXPB2G6
11 May 2026 - 17 May 2026;PK2NBXPB2G6-2026-020;11 May 2026;Product Price Paid by Buyer;349;0;Released;18 May 2026;;08 May 2026;241641450134642;241641450234642;912207851-1756198389375-2;912207851_PK-3954445196;0;NO;Delivered;2 In 1 Stylish Universal Practical Dual-use Capacitive Tablet Stylus Pen Exquisite Double-headed Silicone Disc Drawing Tablet Phone Capacitor Pen - Na Imports;PK2NBXPB2G6
11 May 2026 - 17 May 2026;PK2NBXPB2G6-2026-020;11 May 2026;Commission Fee;-56.68;7.8176;Released;18 May 2026;;08 May 2026;241641450134642;241641450234642;912207851-1756198389375-2;912207851_PK-3954445196;0;NO;Delivered;2 In 1 Stylish Universal Practical Dual-use Capacitive Tablet Stylus Pen Exquisite Double-headed Silicone Disc Drawing Tablet Phone Capacitor Pen - Na Imports;PK2NBXPB2G6
11 May 2026 - 17 May 2026;PK2NBXPB2G6-2026-020;11 May 2026;Shipping Fee;-220.4;30.4;Released;18 May 2026;;08 May 2026;241641450134642;241641450234642;912207851-1756198389375-2;912207851_PK-3954445196;0;NO;Delivered;2 In 1 Stylish Universal Practical Dual-use Capacitive Tablet Stylus Pen Exquisite Double-headed Silicone Disc Drawing Tablet Phone Capacitor Pen - Na Imports;PK2NBXPB2G6
11 May 2026 - 17 May 2026;PK2NBXPB2G6-2026-020;11 May 2026;Handling Fee;-11.6;1.6;Released;18 May 2026;;08 May 2026;241641450134642;241641450234642;912207851-1756198389375-2;912207851_PK-3954445196;0;NO;Delivered;2 In 1 Stylish Universal Practical Dual-use Capacitive Tablet Stylus Pen Exquisite Double-headed Silicone Disc Drawing Tablet Phone Capacitor Pen - Na Imports;PK2NBXPB2G6
11 May 2026 - 17 May 2026;PK2NBXPB2G6-2026-020;11 May 2026;Free Shipping Max Fee;-24.29;3.3504;Released;18 May 2026;;08 May 2026;241641450134642;241641450234642;912207851-1756198389375-2;912207851_PK-3954445196;0;NO;Delivered;2 In 1 Stylish Universal Practical Dual-use Capacitive Tablet Stylus Pen Exquisite Double-headed Silicone Disc Drawing Tablet Phone Capacitor Pen - Na Imports;PK2NBXPB2G6
11 May 2026 - 17 May 2026;PK2NBXPB2G6-2026-020;11 May 2026;Co-funded Voucher Max;-6.98;0;Released;18 May 2026;;08 May 2026;241641450134642;241641450234642;912207851-1756198389375-2;912207851_PK-3954445196;0;NO;Delivered;2 In 1 Stylish Universal Practical Dual-use Capacitive Tablet Stylus Pen Exquisite Double-headed Silicone Disc Drawing Tablet Phone Capacitor Pen - Na Imports;PK2NBXPB2G6
11 May 2026 - 17 May 2026;PK2NBXPB2G6-2026-020;11 May 2026;Daraz Coins Discount Participation Fee;-5.8;0.8;Released;18 May 2026;;08 May 2026;241641450134642;241641450234642;912207851-1756198389375-2;912207851_PK-3954445196;0;NO;Delivered;2 In 1 Stylish Universal Practical Dual-use Capacitive Tablet Stylus Pen Exquisite Double-headed Silicone Disc Drawing Tablet Phone Capacitor Pen - Na Imports;PK2NBXPB2G6
11 May 2026 - 17 May 2026;PK2NBXPB2G6-2026-020;11 May 2026;Income Tax Withholding;-7;0;Released;18 May 2026;;08 May 2026;241641450134642;241641450234642;912207851-1756198389375-2;912207851_PK-3954445196;0;NO;Delivered;2 In 1 Stylish Universal Practical Dual-use Capacitive Tablet Stylus Pen Exquisite Double-headed Silicone Disc Drawing Tablet Phone Capacitor Pen - Na Imports;PK2NBXPB2G6
11 May 2026 - 17 May 2026;PK2NBXPB2G6-2026-020;11 May 2026;Sales Tax Withholding;-7;0;Released;18 May 2026;;08 May 2026;241641450134642;241641450234642;912207851-1756198389375-2;912207851_PK-3954445196;0;NO;Delivered;2 In 1 Stylish Universal Practical Dual-use Capacitive Tablet Stylus Pen Exquisite Double-headed Silicone Disc Drawing Tablet Phone Capacitor Pen - Na Imports;PK2NBXPB2G6
11 May 2026 - 17 May 2026;PK2NBXPB2G6-2026-020;11 May 2026;Payment Fee;-37.29;5.144;Released;18 May 2026;;08 May 2026;241666865309806;241666865409806;N-USP01W;1952113996_PK-14014332867;0;NO;Delivered;Universal Stylus Pencil Tablet Stylus Pen Touch Pen compatible for Android Windows Universal Active Stylus Pen – Na Imports;PK2NBXPB2G6
11 May 2026 - 17 May 2026;PK2NBXPB2G6-2026-020;11 May 2026;Shipping Fee Paid by Buyer;16;0;Released;18 May 2026;;08 May 2026;241666865309806;241666865409806;N-USP01W;1952113996_PK-14014332867;0;NO;Delivered;Universal Stylus Pencil Tablet Stylus Pen Touch Pen compatible for Android Windows Universal Active Stylus Pen – Na Imports;PK2NBXPB2G6
11 May 2026 - 17 May 2026;PK2NBXPB2G6-2026-020;11 May 2026;Product Price Paid by Buyer;1429;0;Released;18 May 2026;;08 May 2026;241666865309806;241666865409806;N-USP01W;1952113996_PK-14014332867;0;NO;Delivered;Universal Stylus Pencil Tablet Stylus Pen Touch Pen compatible for Android Windows Universal Active Stylus Pen – Na Imports;PK2NBXPB2G6
11 May 2026 - 17 May 2026;PK2NBXPB2G6-2026-020;11 May 2026;Commission Fee;-232.07;32.0096;Released;18 May 2026;;08 May 2026;241666865309806;241666865409806;N-USP01W;1952113996_PK-14014332867;0;NO;Delivered;Universal Stylus Pencil Tablet Stylus Pen Touch Pen compatible for Android Windows Universal Active Stylus Pen – Na Imports;PK2NBXPB2G6
11 May 2026 - 17 May 2026;PK2NBXPB2G6-2026-020;11 May 2026;Shipping Fee;-249.4;34.4;Released;18 May 2026;;08 May 2026;241666865309806;241666865409806;N-USP01W;1952113996_PK-14014332867;0;NO;Delivered;Universal Stylus Pencil Tablet Stylus Pen Touch Pen compatible for Android Windows Universal Active Stylus Pen – Na Imports;PK2NBXPB2G6
11 May 2026 - 17 May 2026;PK2NBXPB2G6-2026-020;11 May 2026;Handling Fee;-23.2;3.2;Released;18 May 2026;;08 May 2026;241666865309806;241666865409806;N-USP01W;1952113996_PK-14014332867;0;NO;Delivered;Universal Stylus Pencil Tablet Stylus Pen Touch Pen compatible for Android Windows Universal Active Stylus Pen – Na Imports;PK2NBXPB2G6
11 May 2026 - 17 May 2026;PK2NBXPB2G6-2026-020;11 May 2026;Shipping Fee Discount;230.84;31.84;Released;18 May 2026;;08 May 2026;241666865309806;241666865409806;N-USP01W;1952113996_PK-14014332867;0;NO;Delivered;Universal Stylus Pencil Tablet Stylus Pen Touch Pen compatible for Android Windows Universal Active Stylus Pen – Na Imports;PK2NBXPB2G6
11 May 2026 - 17 May 2026;PK2NBXPB2G6-2026-020;11 May 2026;Free Shipping Max Fee;-99.46;13.7184;Released;18 May 2026;;08 May 2026;241666865309806;241666865409806;N-USP01W;1952113996_PK-14014332867;0;NO;Delivered;Universal Stylus Pencil Tablet Stylus Pen Touch Pen compatible for Android Windows Universal Active Stylus Pen – Na Imports;PK2NBXPB2G6
11 May 2026 - 17 May 2026;PK2NBXPB2G6-2026-020;11 May 2026;Co-funded Voucher Max;-28.58;0;Released;18 May 2026;;08 May 2026;241666865309806;241666865409806;N-USP01W;1952113996_PK-14014332867;0;NO;Delivered;Universal Stylus Pencil Tablet Stylus Pen Touch Pen compatible for Android Windows Universal Active Stylus Pen – Na Imports;PK2NBXPB2G6
11 May 2026 - 17 May 2026;PK2NBXPB2G6-2026-020;11 May 2026;Daraz Coins Discount Participation Fee;-5.8;0.8;Released;18 May 2026;;08 May 2026;241666865309806;241666865409806;N-USP01W;1952113996_PK-14014332867;0;NO;Delivered;Universal Stylus Pencil Tablet Stylus Pen Touch Pen compatible for Android Windows Universal Active Stylus Pen – Na Imports;PK2NBXPB2G6
